DATA SET,DATE,PLAYER,"OWN
TEAM","OPPONENT
TEAM","VENUE
(R/H)",MIN,FG,FGA,3P,3PA,FT,FTA,OR,DR,TOT,A,PF,ST,TO,BL,PTS
2013-2014 Regular Season,4/11/14,Alonzo Gee,Cleveland,Milwaukee,R,23.34,3,8,0,1,3,4,1,3,4,1,1,1,1,0,9
2013-2014 Regular Season,4/11/14,Tristan Thompson,Cleveland,Milwaukee,R,34.89,5,8,0,0,8,10,5,5,10,2,3,0,0,1,18
2013-2014 Regular Season,4/11/14,Spencer Hawes,Cleveland,Milwaukee,R,25.09,7,12,1,5,0,0,0,6,6,2,6,0,3,2,15
2013-2014 Regular Season,4/11/14,Dion Waiters,Cleveland,Milwaukee,R,29.92,8,15,1,2,6,8,0,0,0,4,3,5,1,0,23
2013-2014 Regular Season,4/11/14,Kyrie Irving,Cleveland,Milwaukee,R,31.54,4,12,0,5,4,4,2,0,2,2,1,3,1,1,12
2013-2014 Regular Season,4/11/14,Jarrett Jack,Cleveland,Milwaukee,R,34.09,7,13,2,5,5,5,0,4,4,2,2,1,2,0,21
2013-2014 Regular Season,4/11/14,Anderson Varejao,Cleveland,Milwaukee,R,17.15,1,3,0,0,1,2,0,6,6,1,2,0,1,0,3
2013-2014 Regular Season,4/11/14,Matthew Dellavedova,Cleveland,Milwaukee,R,25.29,2,6,0,2,0,0,1,1,2,4,5,1,0,0,4
2013-2014 Regular Season,4/11/14,Tyler Zeller,Cleveland,Milwaukee,R,18.74,5,8,0,0,1,2,2,4,6,0,4,0,1,0,11
2013-2014 Regular Season,4/11/14,Khris Middleton,Milwaukee,Cleveland,H,31.42,7,11,3,5,0,0,0,3,3,2,4,0,1,0,17
2013-2014 Regular Season,4/11/14,Jeff Adrien,Milwaukee,Cleveland,H,26.85,3,10,0,0,3,6,4,5,9,1,5,0,0,1,9
2013-2014 Regular Season,4/11/14,Zaza Pachulia,Milwaukee,Cleveland,H,29.99,6,13,0,0,4,5,5,3,8,4,4,1,1,0,16
2013-2014 Regular Season,4/11/14,Ramon Sessions,Milwaukee,Cleveland,H,42.59,6,12,0,3,8,9,1,2,3,7,1,0,3,0,20
2013-2014 Regular Season,4/11/14,Brandon Knight,Milwaukee,Cleveland,H,38.04,8,17,3,6,5,6,0,4,4,4,2,2,4,0,24
2013-2014 Regular Season,4/11/14,John Henson,Milwaukee,Cleveland,H,29.64,7,9,0,0,1,4,3,3,6,1,1,2,1,0,15
2013-2014 Regular Season,4/11/14,Giannis Antetokounmpo,Milwaukee,Cleveland,H,19.55,0,3,0,1,3,6,0,3,3,0,0,0,0,2,3
2013-2014 Regular Season,4/11/14,Chris Wright,Milwaukee,Cleveland,H,16.59,7,9,0,1,0,0,1,3,4,1,3,0,1,1,14
2013-2014 Regular Season,4/11/14,Miroslav Raduljica,Milwaukee,Cleveland,H,5.37,0,0,0,0,1,2,0,1,1,0,2,0,0,0,1
2013-2014 Regular Season,4/11/14,P.J. Tucker,Phoenix,San Antonio,R,36.85,1,8,1,4,0,0,3,2,5,2,2,1,1,0,3
2013-2014 Regular Season,4/11/14,Channing Frye,Phoenix,San Antonio,R,33.54,5,9,1,4,2,2,1,5,6,1,1,0,1,0,13
2013-2014 Regular Season,4/11/14,Miles Plumlee,Phoenix,San Antonio,R,24.69,3,6,0,0,0,0,1,8,9,0,2,0,2,0,6
2013-2014 Regular Season,4/11/14,Gerald Green,Phoenix,San Antonio,R,35.69,9,19,4,10,5,5,0,3,3,3,3,2,1,1,27
2013-2014 Regular Season,4/11/14,Eric Bledsoe,Phoenix,San Antonio,R,37.29,11,16,2,4,6,8,2,9,11,9,2,3,7,0,30
2013-2014 Regular Season,4/11/14,Ishmael Smith,Phoenix,San Antonio,R,19.09,1,3,0,1,0,0,1,2,3,2,1,0,2,0,2
2013-2014 Regular Season,4/11/14,Markieff Morris,Phoenix,San Antonio,R,27.84,8,14,0,0,4,4,1,6,7,0,3,0,2,0,20
2013-2014 Regular Season,4/11/14,Marcus Morris,Phoenix,San Antonio,R,21.54,1,7,1,4,0,0,1,2,3,1,3,1,2,0,3
2013-2014 Regular Season,4/11/14,Archie Goodwin,Phoenix,San Antonio,R,1.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-2014 Regular Season,4/11/14,Alex Len,Phoenix,San Antonio,R,2.09,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
2013-2014 Regular Season,4/11/14,Kawhi Leonard,San Antonio,Phoenix,H,33.9,7,14,2,4,2,3,1,4,5,4,1,3,0,0,18
2013-2014 Regular Season,4/11/14,Austin Daye,San Antonio,Phoenix,H,13.99,1,7,0,3,0,0,1,0,1,1,4,2,1,1,2
2013-2014 Regular Season,4/11/14,Tiago Splitter,San Antonio,Phoenix,H,16.07,2,5,0,1,1,1,2,5,7,2,1,0,1,1,5
2013-2014 Regular Season,4/11/14,Danny Green,San Antonio,Phoenix,H,37.92,12,17,7,10,2,4,1,3,4,2,1,0,1,1,33
2013-2014 Regular Season,4/11/14,Tony Parker,San Antonio,Phoenix,H,24.42,9,18,0,0,0,0,0,1,1,3,0,1,0,0,18
2013-2014 Regular Season,4/11/14,Marco Belinelli,San Antonio,Phoenix,H,27.55,3,11,2,7,4,4,0,2,2,1,2,2,2,0,12
2013-2014 Regular Season,4/11/14,Boris Diaw,San Antonio,Phoenix,H,34.02,4,12,1,1,2,2,1,7,8,6,0,2,0,0,11
2013-2014 Regular Season,4/11/14,Patrick Mills,San Antonio,Phoenix,H,27.69,3,8,1,4,2,2,0,4,4,4,3,0,0,0,9
2013-2014 Regular Season,4/11/14,Aron Baynes,San Antonio,Phoenix,H,3.9,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
2013-2014 Regular Season,4/11/14,Jeff Ayres,San Antonio,Phoenix,H,19.92,2,3,0,0,0,0,5,5,10,1,2,0,1,2,4
2013-2014 Regular Season,4/11/14,Cory Joseph,San Antonio,Phoenix,H,0.59,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2013-2014 Regular Season,4/11/14,Damion James,San Antonio,Phoenix,H,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-2014 Regular Season,4/11/14,Nicolas Batum,Portland,Utah,R,35.3,6,11,1,4,2,2,0,7,7,7,2,2,0,1,15
2013-2014 Regular Season,4/11/14,LaMarcus Aldridge,Portland,Utah,R,33.57,8,19,0,0,2,2,3,11,14,2,2,0,1,0,18
2013-2014 Regular Season,4/11/14,Robin Lopez,Portland,Utah,R,35.27,5,13,0,0,2,2,4,4,8,2,2,0,2,1,12
2013-2014 Regular Season,4/11/14,Wesley Matthews,Portland,Utah,R,29.95,6,14,3,7,6,8,1,0,1,1,1,1,0,0,21
2013-2014 Regular Season,4/11/14,Damian Lillard,Portland,Utah,R,37.17,4,10,4,6,4,4,0,1,1,6,1,1,1,0,16
2013-2014 Regular Season,4/11/14,Thomas Robinson,Portland,Utah,R,17.15,4,6,0,0,0,0,0,2,2,0,2,1,1,0,8
2013-2014 Regular Season,4/11/14,Mo Williams,Portland,Utah,R,23.72,1,7,1,3,1,2,0,0,0,4,0,0,3,0,4
2013-2014 Regular Season,4/11/14,Will Barton,Portland,Utah,R,10.74,3,4,0,0,2,2,0,3,3,1,0,1,0,1,8
2013-2014 Regular Season,4/11/14,Dorell Wright,Portland,Utah,R,14.05,2,2,1,1,0,0,1,3,4,0,1,1,0,0,5
2013-2014 Regular Season,4/11/14,C.J. McCollum,Portland,Utah,R,1.07,1,1,1,1,1,2,0,1,1,0,1,0,0,0,4
2013-2014 Regular Season,4/11/14,Victor Claver,Portland,Utah,R,1.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-2014 Regular Season,4/11/14,Meyers Leonard,Portland,Utah,R,1.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-2014 Regular Season,4/11/14,Gordon Hayward,Utah,Portland,H,32.72,4,9,1,3,5,6,0,5,5,6,3,0,2,0,14
2013-2014 Regular Season,4/11/14,Derrick Favors,Utah,Portland,H,27.7,10,17,0,0,1,1,4,4,8,1,4,0,2,0,21
2013-2014 Regular Season,4/11/14,Enes Kanter,Utah,Portland,H,33.45,6,16,0,0,3,3,6,7,13,4,3,0,2,1,15
2013-2014 Regular Season,4/11/14,Alec Burks,Utah,Portland,H,41.94,7,11,1,2,1,2,0,6,6,2,5,0,4,0,16
2013-2014 Regular Season,4/11/14,Trey Burke,Utah,Portland,H,40.22,5,16,4,6,0,0,1,2,3,11,1,0,0,0,14
2013-2014 Regular Season,4/11/14,Jeremy Evans,Utah,Portland,H,24.3,2,3,0,0,0,0,0,2,2,0,0,3,0,2,4
2013-2014 Regular Season,4/11/14,Richard Jefferson,Utah,Portland,H,21.35,3,4,0,1,2,2,0,4,4,2,1,0,1,0,8
2013-2014 Regular Season,4/11/14,Rudy Gobert,Utah,Portland,H,10.55,3,7,0,0,1,2,2,4,6,0,1,0,2,1,7
2013-2014 Regular Season,4/11/14,Diante Garrett,Utah,Portland,H,7.79,0,3,0,1,0,0,0,0,0,0,1,0,0,0,0
2013-2014 Regular Season,4/11/14,Harrison Barnes,Golden State,LA Lakers,R,21.65,4,9,0,1,0,0,2,2,4,0,2,1,3,1,8
2013-2014 Regular Season,4/11/14,Draymond Green,Golden State,LA Lakers,R,31.6,3,6,2,2,1,2,1,6,7,2,3,4,1,1,9
2013-2014 Regular Season,4/11/14,Andrew Bogut,Golden State,LA Lakers,R,23.34,2,2,0,0,0,0,2,7,9,1,2,0,0,2,4
2013-2014 Regular Season,4/11/14,Klay Thompson,Golden State,LA Lakers,R,36.59,6,15,2,6,2,5,1,2,3,4,2,0,2,1,16
2013-2014 Regular Season,4/11/14,Stephen Curry,Golden State,LA Lakers,R,34.72,12,20,4,5,2,2,0,10,10,12,3,2,6,0,30
2013-2014 Regular Season,4/11/14,David Lee,Golden State,LA Lakers,R,25.37,4,12,0,0,2,2,4,6,10,2,1,2,0,0,10
2013-2014 Regular Season,4/11/14,Steve Blake,Golden State,LA Lakers,R,30.04,5,9,3,7,0,0,1,4,5,5,0,2,1,0,13
2013-2014 Regular Season,4/11/14,Marreese Speights,Golden State,LA Lakers,R,22.2,7,11,0,0,2,2,1,7,8,0,4,1,2,0,16
2013-2014 Regular Season,4/11/14,Jordan Crawford,Golden State,LA Lakers,R,14.12,2,8,2,4,0,0,0,1,1,1,0,0,2,0,6
2013-2014 Regular Season,4/11/14,Hilton Armstrong,Golden State,LA Lakers,R,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-2014 Regular Season,4/11/14,Wesley Johnson,LA Lakers,Golden State,H,30.1,4,8,0,3,0,0,0,6,6,1,3,1,0,0,8
2013-2014 Regular Season,4/11/14,Ryan Kelly,LA Lakers,Golden State,H,37.44,5,11,2,4,2,2,2,9,11,3,1,1,4,1,14
2013-2014 Regular Season,4/11/14,Jordan Hill,LA Lakers,Golden State,H,41.59,7,18,0,0,4,4,4,8,12,4,4,2,2,0,18
2013-2014 Regular Season,4/11/14,Jodie Meeks,LA Lakers,Golden State,H,33.9,2,12,1,2,5,8,0,1,1,2,2,2,2,0,10
2013-2014 Regular Season,4/11/14,Kendall Marshall,LA Lakers,Golden State,H,19.12,3,7,1,4,0,0,1,1,2,3,0,1,1,0,7
2013-2014 Regular Season,4/11/14,Robert Sacre,LA Lakers,Golden State,H,18.92,1,2,0,0,2,2,1,6,7,3,1,0,2,1,4
2013-2014 Regular Season,4/11/14,Nick Young,LA Lakers,Golden State,H,30.07,10,20,3,8,2,2,0,0,0,4,1,0,0,0,25
2013-2014 Regular Season,4/11/14,Jordan Farmar,LA Lakers,Golden State,H,28.89,3,11,2,7,1,2,0,3,3,3,0,3,4,0,9
2013-2014 Regular Season,4/12/14,Rudy Gay,Sacramento,LA Clippers,R,34.44,6,18,1,2,3,4,3,3,6,2,3,2,2,0,16
2013-2014 Regular Season,4/12/14,Reggie Evans,Sacramento,LA Clippers,R,34.35,4,6,0,0,6,8,6,8,14,0,3,1,0,0,14
2013-2014 Regular Season,4/12/14,DeMarcus Cousins,Sacramento,LA Clippers,R,42.99,12,27,0,0,8,9,3,9,12,5,6,2,6,2,32
2013-2014 Regular Season,4/12/14,Ben McLemore,Sacramento,LA Clippers,R,32.35,3,7,2,4,6,6,0,1,1,0,3,0,0,0,14
2013-2014 Regular Season,4/12/14,Ray McCallum,Sacramento,LA Clippers,R,40.39,4,13,0,1,0,0,0,0,0,8,4,0,2,2,8
2013-2014 Regular Season,4/12/14,Travis Outlaw,Sacramento,LA Clippers,R,23.07,3,7,0,1,0,0,0,1,1,3,1,0,0,0,6
2013-2014 Regular Season,4/12/14,Derrick Williams,Sacramento,LA Clippers,R,4.7,1,1,0,0,0,0,0,1,1,0,1,0,0,0,2
2013-2014 Regular Season,4/12/14,Jason Thompson,Sacramento,LA Clippers,R,13.3,1,1,0,0,1,2,0,3,3,1,2,0,0,0,3
2013-2014 Regular Season,4/12/14,Jared Cunningham,Sacramento,LA Clippers,R,14.17,1,2,1,1,3,4,0,0,0,2,3,0,0,0,6
2013-2014 Regular Season,4/12/14,Quincy Acy,Sacramento,LA Clippers,R,0.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-2014 Regular Season,4/12/14,Matt Barnes,LA Clippers,Sacramento,H,29.72,4,6,2,3,2,2,0,5,5,3,1,1,1,0,12
2013-2014 Regular Season,4/12/14,Blake Griffin,LA Clippers,Sacramento,H,36.49,9,15,1,2,8,9,0,4,4,9,4,2,2,1,27
2013-2014 Regular Season,4/12/14,DeAndre Jordan,LA Clippers,Sacramento,H,34.15,9,13,0,0,3,11,3,6,9,1,5,1,2,7,21
2013-2014 Regular Season,4/12/14,J.J. Redick,LA Clippers,Sacramento,H,32.04,4,9,2,4,3,4,0,2,2,1,2,0,0,0,13
2013-2014 Regular Season,4/12/14,Chris Paul,LA Clippers,Sacramento,H,35.84,6,14,1,4,4,4,2,5,7,10,3,0,2,0,17
2013-2014 Regular Season,4/12/14,Darren Collison,LA Clippers,Sacramento,H,22.5,1,5,0,0,0,0,5,3,8,5,2,0,2,0,2
2013-2014 Regular Season,4/12/14,Jamal Crawford,LA Clippers,Sacramento,H,19.22,3,8,2,4,2,2,0,2,2,2,1,0,0,0,10
2013-2014 Regular Season,4/12/14,Glen Davis,LA Clippers,Sacramento,H,17.35,3,7,0,0,2,2,0,2,2,0,6,1,1,0,8
2013-2014 Regular Season,4/12/14,Hedo Turkoglu,LA Clippers,Sacramento,H,5.77,1,2,0,0,0,0,0,1,1,0,1,1,0,0,2
2013-2014 Regular Season,4/12/14,Jared Dudley,LA Clippers,Sacramento,H,5.37,1,2,1,2,0,0,0,2,2,0,1,0,0,0,3
2013-2014 Regular Season,4/12/14,Ryan Hollins,LA Clippers,Sacramento,H,1.07,0,0,0,0,2,2,0,1,1,0,0,0,1,0,2
2013-2014 Regular Season,4/12/14,Reggie Bullock,LA Clippers,Sacramento,H,0.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-2014 Regular Season,4/12/14,Thaddeus Young,Philadelphia,Charlotte,R,37.77,8,22,0,5,0,1,0,4,4,1,5,0,1,0,16
2013-2014 Regular Season,4/12/14,Hollis Thompson,Philadelphia,Charlotte,R,27.19,1,4,1,3,0,0,1,4,5,2,5,0,0,1,3
2013-2014 Regular Season,4/12/14,Henry Sims,Philadelphia,Charlotte,R,25.7,5,8,0,0,5,7,3,3,6,0,2,0,0,0,15
2013-2014 Regular Season,4/12/14,Michael Carter-Williams,Philadelphia,Charlotte,R,36.59,7,11,0,0,9,10,1,6,7,8,4,1,3,0,23
2013-2014 Regular Season,4/12/14,James Anderson,Philadelphia,Charlotte,R,30.5,3,11,1,5,1,2,0,1,1,1,1,3,1,0,8
2013-2014 Regular Season,4/12/14,Byron Mullens,Philadelphia,Charlotte,R,20.32,6,12,1,5,0,0,4,3,7,0,1,1,1,0,13
2013-2014 Regular Season,4/12/14,Elliot Williams,Philadelphia,Charlotte,R,20.29,4,9,1,4,1,2,1,1,2,1,3,1,1,0,10
2013-2014 Regular Season,4/12/14,Tony Wroten,Philadelphia,Charlotte,R,18.04,4,8,0,0,2,4,0,5,5,1,3,0,1,0,10
2013-2014 Regular Season,4/12/14,Brandon Davies,Philadelphia,Charlotte,R,12.22,0,4,0,1,0,0,1,2,3,2,6,1,1,0,0
2013-2014 Regular Season,4/12/14,Casper Ware,Philadelphia,Charlotte,R,11.42,3,4,1,2,0,0,0,0,0,2,0,1,0,0,7
2013-2014 Regular Season,4/12/14,Michael Kidd-Gilchrist,Charlotte,Philadelphia,H,22.12,4,6,0,0,2,4,2,6,8,0,2,1,1,1,10
2013-2014 Regular Season,4/12/14,Josh McRoberts,Charlotte,Philadelphia,H,26.62,1,4,1,3,1,2,0,3,3,4,3,1,3,0,4
2013-2014 Regular Season,4/12/14,Al Jefferson,Charlotte,Philadelphia,H,36.04,13,19,0,0,3,5,2,10,12,3,3,0,3,2,29
2013-2014 Regular Season,4/12/14,Gerald Henderson,Charlotte,Philadelphia,H,28.55,5,8,0,1,4,7,1,3,4,3,1,0,2,2,14
2013-2014 Regular Season,4/12/14,Luke Ridnour,Charlotte,Philadelphia,H,30.72,4,8,2,4,2,4,0,2,2,8,3,0,1,1,12
2013-2014 Regular Season,4/12/14,Cody Zeller,Charlotte,Philadelphia,H,21.39,2,4,0,0,8,10,1,2,3,0,4,1,1,1,12
2013-2014 Regular Season,4/12/14,Gary Neal,Charlotte,Philadelphia,H,19.45,4,10,0,3,2,3,0,0,0,1,0,0,1,0,10
2013-2014 Regular Season,4/12/14,Jannero Pargo,Charlotte,Philadelphia,H,17.29,2,5,2,3,0,0,0,4,4,2,2,0,1,0,6
2013-2014 Regular Season,4/12/14,Chris Douglas-Roberts,Charlotte,Philadelphia,H,25.89,4,8,2,5,2,2,2,2,4,1,3,0,1,1,12
2013-2014 Regular Season,4/12/14,Bismack Biyombo,Charlotte,Philadelphia,H,11.97,0,0,0,0,2,4,1,0,1,1,1,0,0,1,2
2013-2014 Regular Season,4/12/14,Khris Middleton,Milwaukee,Washington,R,41.9,6,15,4,5,4,4,1,2,3,1,3,0,1,0,20
2013-2014 Regular Season,4/12/14,Jeff Adrien,Milwaukee,Washington,R,30.54,4,6,0,0,3,8,3,7,10,0,2,0,5,1,11
2013-2014 Regular Season,4/12/14,Zaza Pachulia,Milwaukee,Washington,R,24.35,4,9,0,0,1,2,3,3,6,5,1,0,4,0,9
2013-2014 Regular Season,4/12/14,Ramon Sessions,Milwaukee,Washington,R,41.59,6,16,0,2,8,10,1,0,1,8,1,1,2,0,20
2013-2014 Regular Season,4/12/14,Giannis Antetokounmpo,Milwaukee,Washington,R,43.12,3,5,1,1,1,4,2,6,8,2,1,3,4,1,8
2013-2014 Regular Season,4/12/14,John Henson,Milwaukee,Washington,R,23.95,6,10,0,0,1,2,1,6,7,2,3,1,3,0,13
2013-2014 Regular Season,4/12/14,Chris Wright,Milwaukee,Washington,R,17.49,1,3,0,0,2,2,1,0,1,1,3,0,1,0,4
2013-2014 Regular Season,4/12/14,Miroslav Raduljica,Milwaukee,Washington,R,17.09,2,4,0,0,2,2,1,5,6,1,2,0,0,1,6
2013-2014 Regular Season,4/12/14,Trevor Ariza,Washington,Milwaukee,H,29.39,5,7,2,4,1,2,0,5,5,4,2,0,2,0,13
2013-2014 Regular Season,4/12/14,Trevor Booker,Washington,Milwaukee,H,24.82,5,7,0,0,1,1,1,0,1,1,3,2,2,0,11
2013-2014 Regular Season,4/12/14,Marcin Gortat,Washington,Milwaukee,H,33.27,5,12,0,0,3,4,4,9,13,2,2,3,1,2,13
2013-2014 Regular Season,4/12/14,Bradley Beal,Washington,Milwaukee,H,36.9,12,22,2,7,0,0,0,3,3,5,2,0,2,1,26
2013-2014 Regular Season,4/12/14,John Wall,Washington,Milwaukee,H,33.47,5,12,0,0,5,5,1,2,3,8,2,1,2,1,15
2013-2014 Regular Season,4/12/14,Martell Webster,Washington,Milwaukee,H,22.7,2,6,2,4,2,3,1,2,3,3,4,0,0,0,8
2013-2014 Regular Season,4/12/14,Drew Gooden,Washington,Milwaukee,H,16.84,1,4,0,0,2,2,1,2,3,0,3,0,0,1,4
2013-2014 Regular Season,4/12/14,Al Harrington,Washington,Milwaukee,H,18.9,4,11,2,6,2,2,0,3,3,0,2,0,0,0,12
2013-2014 Regular Season,4/12/14,Andre Miller,Washington,Milwaukee,H,13.62,0,0,0,0,0,0,0,1,1,2,0,1,0,0,0
2013-2014 Regular Season,4/12/14,Otto Porter,Washington,Milwaukee,H,7.1,1,2,0,1,0,0,0,0,0,0,1,0,0,0,2
2013-2014 Regular Season,4/12/14,Kevin Seraphin,Washington,Milwaukee,H,1.17,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0
2013-2014 Regular Season,4/12/14,Chris Singleton,Washington,Milwaukee,H,0.94,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
2013-2014 Regular Season,4/12/14,Garrett Temple,Washington,Milwaukee,H,0.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-2014 Regular Season,4/12/14,LeBron James,Miami,Atlanta,R,37.35,10,22,3,7,4,8,3,5,8,5,2,0,3,1,27
2013-2014 Regular Season,4/12/14,Udonis Haslem,Miami,Atlanta,R,24.47,3,5,0,0,0,0,0,8,8,0,3,0,3,0,6
2013-2014 Regular Season,4/12/14,Chris Bosh,Miami,Atlanta,R,28,5,8,1,4,0,0,0,4,4,2,2,3,5,0,11
2013-2014 Regular Season,4/12/14,Dwyane Wade,Miami,Atlanta,R,23.3,10,14,0,1,4,9,1,2,3,1,2,1,2,1,24
2013-2014 Regular Season,4/12/14,Mario Chalmers,Miami,Atlanta,R,29.52,4,10,0,5,1,2,0,5,5,4,4,1,3,0,9
2013-2014 Regular Season,4/12/14,Norris Cole,Miami,Atlanta,R,22.14,0,3,0,2,0,0,0,0,0,3,2,0,2,0,0
2013-2014 Regular Season,4/12/14,Ray Allen,Miami,Atlanta,R,23.67,1,2,1,2,0,0,0,0,0,1,1,0,0,0,3
2013-2014 Regular Season,4/12/14,Rashard Lewis,Miami,Atlanta,R,18.74,1,4,1,4,0,0,1,5,6,1,1,0,1,0,3
2013-2014 Regular Season,4/12/14,Chris Andersen,Miami,Atlanta,R,19.62,1,2,0,0,0,0,1,6,7,0,0,0,1,2,2
2013-2014 Regular Season,4/12/14,Toney Douglas,Miami,Atlanta,R,13.22,0,3,0,0,0,0,0,3,3,1,3,0,0,1,0
2013-2014 Regular Season,4/12/14,DeMarre Carroll,Atlanta,Miami,H,36.04,6,12,3,5,2,2,1,5,6,4,5,2,5,1,17
2013-2014 Regular Season,4/12/14,Paul Millsap,Atlanta,Miami,H,35.14,4,10,1,2,2,2,1,7,8,5,4,2,2,0,11
2013-2014 Regular Season,4/12/14,Elton Brand,Atlanta,Miami,H,26.62,3,7,0,0,0,1,1,2,3,2,3,1,1,1,6
2013-2014 Regular Season,4/12/14,Kyle Korver,Atlanta,Miami,H,25.3,1,3,1,2,1,1,0,3,3,0,4,0,2,0,4
2013-2014 Regular Season,4/12/14,Jeff Teague,Atlanta,Miami,H,35.89,9,17,1,3,6,8,0,4,4,3,1,4,0,0,25
2013-2014 Regular Season,4/12/14,Mike Scott,Atlanta,Miami,H,32.6,6,14,0,3,0,0,1,6,7,2,3,2,1,0,12
2013-2014 Regular Season,4/12/14,Louis Williams,Atlanta,Miami,H,22.54,7,9,4,4,5,5,0,1,1,3,1,0,0,0,23
2013-2014 Regular Season,4/12/14,Shelvin Mack,Atlanta,Miami,H,19.62,0,6,0,3,0,0,1,4,5,4,1,1,1,0,0
2013-2014 Regular Season,4/12/14,Mike Muscala,Atlanta,Miami,H,1.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-2014 Regular Season,4/12/14,Cartier Martin,Atlanta,Miami,H,4.64,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0
2013-2014 Regular Season,4/12/14,Jeff Green,Boston,Cleveland,R,31.32,6,18,3,9,4,6,0,8,8,2,4,1,1,2,19
2013-2014 Regular Season,4/12/14,Brandon Bass,Boston,Cleveland,R,34.4,7,11,0,0,5,5,2,3,5,3,5,0,1,1,19
2013-2014 Regular Season,4/12/14,Kelly Olynyk,Boston,Cleveland,R,38.87,11,23,2,5,1,1,0,12,12,3,6,0,4,0,25
2013-2014 Regular Season,4/12/14,Avery Bradley,Boston,Cleveland,R,31.19,9,15,5,6,2,2,1,7,8,2,1,1,1,0,25
2013-2014 Regular Season,4/12/14,Phil Pressey,Boston,Cleveland,R,42.19,4,8,1,3,0,0,2,3,5,13,2,1,2,0,9
2013-2014 Regular Season,4/12/14,Chris Johnson,Boston,Cleveland,R,22.64,2,7,0,4,3,4,1,3,4,2,1,1,0,0,7
2013-2014 Regular Season,4/12/14,Joel Anthony,Boston,Cleveland,R,21.59,2,5,0,0,0,0,0,3,3,1,3,0,0,2,4
2013-2014 Regular Season,4/12/14,Chris Babb,Boston,Cleveland,R,17.84,1,3,1,3,0,0,1,1,2,1,2,1,0,0,3
2013-2014 Regular Season,4/12/14,Alonzo Gee,Cleveland,Boston,H,20.34,5,9,0,0,1,4,4,3,7,3,5,1,1,0,11
2013-2014 Regular Season,4/12/14,Tristan Thompson,Cleveland,Boston,H,32.92,6,12,0,0,2,3,4,6,10,1,2,0,1,1,14
2013-2014 Regular Season,4/12/14,Spencer Hawes,Cleveland,Boston,H,20.52,1,4,1,2,0,0,2,8,10,4,3,0,3,0,3
2013-2014 Regular Season,4/12/14,Dion Waiters,Cleveland,Boston,H,27.12,6,15,0,3,3,6,1,3,4,2,0,0,1,1,15
2013-2014 Regular Season,4/12/14,Kyrie Irving,Cleveland,Boston,H,31,3,15,1,4,8,8,0,1,1,2,2,0,1,0,15
2013-2014 Regular Season,4/12/14,Jarrett Jack,Cleveland,Boston,H,33.4,6,14,1,4,2,2,1,2,3,6,3,1,0,0,15
2013-2014 Regular Season,4/12/14,Matthew Dellavedova,Cleveland,Boston,H,32.25,4,9,2,5,0,0,0,1,1,2,0,0,3,0,10
2013-2014 Regular Season,4/12/14,Anderson Varejao,Cleveland,Boston,H,16.19,2,4,0,0,0,0,1,5,6,0,2,0,1,0,4
2013-2014 Regular Season,4/12/14,Tyler Zeller,Cleveland,Boston,H,26.29,4,8,0,0,4,7,2,5,7,2,3,0,0,0,12
2013-2014 Regular Season,4/12/14,Darius Miller,New Orleans,Houston,R,29.89,3,8,0,1,0,0,0,0,0,4,5,2,0,1,6
2013-2014 Regular Season,4/12/14,Luke Babbitt,New Orleans,Houston,R,34.19,8,18,4,8,4,4,2,5,7,2,4,0,3,0,24
2013-2014 Regular Season,4/12/14,Alexis Ajinca,New Orleans,Houston,R,32.6,7,12,0,0,3,3,3,4,7,2,5,1,2,3,17
2013-2014 Regular Season,4/12/14,Austin Rivers,New Orleans,Houston,R,44.54,8,24,2,6,2,6,1,9,10,6,4,1,1,0,20
2013-2014 Regular Season,4/12/14,Anthony Morrow,New Orleans,Houston,R,41.44,9,14,2,5,0,0,0,6,6,5,4,2,3,1,20
2013-2014 Regular Season,4/12/14,Al-Farouq Aminu,New Orleans,Houston,R,28.12,1,6,0,1,6,6,1,1,2,1,1,0,0,1,8
2013-2014 Regular Season,4/12/14,James Southerland,New Orleans,Houston,R,10.4,1,3,1,1,0,0,0,4,4,0,2,1,1,1,3
2013-2014 Regular Season,4/12/14,Jeff Withey,New Orleans,Houston,R,18.85,2,3,0,0,2,2,1,2,3,0,1,0,0,1,6
2013-2014 Regular Season,4/12/14,Omri Casspi,Houston,New Orleans,H,22.34,0,4,0,1,2,2,1,5,6,1,1,0,1,0,2
